"","age","gender","edulevel","workowner","workhour","marriage","district","aftertwage","beforetaxinc","taxed","taxRate","groupe","uprateBTInc10to14","afterT10to14"
"2523",56,1,4,7,40,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2524",27,1,6,9,40,0,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2525",34,1,4,3,40,0,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2526",29,1,7,8,40,0,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2527",48,1,4,9,40,1,1,2700,2750,50,0.0181818181818182,"meadInc",6348.462216096,6169
"2528",58,1,4,7,40,1,1,2800,2861,61,0.0213212163579168,"meadInc",6604.70923645479,6399
"2530",48,0,4,9,40,1,1,1600,1600,0,0,"meadInc",3693.6507439104,3688
"2531",21,1,4,3,50,0,1,2800,2861,61,0.0213212163579168,"meadInc",6604.70923645479,6399
"2532",23,1,5,7,40,0,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2533",44,0,4,3,60,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2534",50,1,4,3,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2535",57,1,4,2,40,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2536",28,1,5,77,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2537",57,1,3,3,40,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2538",23,1,6,3,40,0,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2539",37,0,6,2,40,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2540",40,1,6,5,40,1,1,7000,7781,781,0.100372702737437,"meadHighInc",17962.6852739793,15352
"2541",38,1,6,6,40,1,1,8000,9031,1031,0.114162329753073,"meadHighInc",20848.3499176593,17516
"2542",27,0,6,12,40,0,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2543",56,1,5,3,40,0,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2544",47,0,2,2,40,1,1,960,960,0,0,"lowInc",2216.19044634624,2216
"2545",31,0,6,7,10,0,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2546",52,1,4,9,40,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2547",38,1,6,5,50,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2548",24,1,4,5,60,0,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2549",34,0,5,2,56,1,1,6000,6558,558,0.0850869167429094,"meadHighInc",15139.3509866028,13235
"2550",36,1,6,6,63,1,1,8000,9031,1031,0.114162329753073,"meadHighInc",20848.3499176593,17516
"2551",27,0,6,7,63,1,1,6000,6558,558,0.0850869167429094,"meadHighInc",15139.3509866028,13235
"2552",20,1,4,5,56,0,1,2700,2750,50,0.0181818181818182,"meadInc",6348.462216096,6169
"2553",31,0,4,7,56,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2554",32,1,4,7,28,1,1,7000,7781,781,0.100372702737437,"meadHighInc",17962.6852739793,15352
"2555",31,0,5,7,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2556",51,1,4,3,60,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2557",41,0,3,9,70,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2558",33,0,6,7,35,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2559",22,1,6,7,56,0,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2560",27,1,6,9,56,0,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2561",47,1,3,7,84,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2562",30,0,6,9,50,0,1,10000,11531,1531,0.132772526233631,"meadHighInc",26619.6792050193,21845
"2563",44,0,4,11,56,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2565",33,1,2,11,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2566",51,1,5,-2,56,0,1,7000,7781,781,0.100372702737437,"meadHighInc",17962.6852739793,15352
"2567",47,0,3,-2,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2568",41,0,2,4,56,1,1,2300,2315,15,0.00647948164146868,"meadInc",5344.25092009536,5265
"2569",31,0,6,2,59,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2570",51,1,2,-2,56,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2571",45,0,4,8,40,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2572",40,0,1,17,25,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2573",28,1,3,8,60,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2574",21,0,3,17,65,0,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2575",28,1,4,9,50,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2576",22,0,3,8,50,1,1,2700,2750,50,0.0181818181818182,"meadInc",6348.462216096,6169
"2577",25,1,3,77,25,0,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2578",25,0,3,7,45,0,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"2579",33,0,3,7,85,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2580",28,1,4,9,40,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2581",27,0,3,7,59.5,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2582",17,1,3,11,49,0,1,1700,1700,0,0,"meadInc",3924.5039154048,3912
"2583",41,1,1,1,56,0,1,800,800,0,0,"lowInc",1846.8253719552,1846
"2584",43,1,4,7,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2585",41,0,4,11,63,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2586",30,1,5,7,56,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2587",57,1,1,3,56,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2588",32,0,5,3,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2589",48,1,3,7,60,1,1,2100,2105,5,0.00237529691211401,"meadInc",4859.45925995712,4819
"2590",41,0,2,7,55,1,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"2591",21,1,3,7,37.5,0,1,2100,2105,5,0.00237529691211401,"meadInc",4859.45925995712,4819
"2592",47,1,1,17,56,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2593",43,0,1,17,56,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2595",28,1,1,11,56,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2596",30,0,6,11,56,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2597",30,1,2,11,56,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2598",33,1,5,2,60,1,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2600",43,0,3,7,40,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2601",39,1,3,1,60,1,1,960,960,0,0,"lowInc",2216.19044634624,2216
"2602",37,0,3,4,40,1,1,960,960,0,0,"lowInc",2216.19044634624,2216
"2603",36,1,3,7,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2604",34,0,2,9,60,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2605",44,0,3,2,40,1,1,1100,1100,0,0,"lowInc",2539.3848864384,2539
"2606",23,1,6,7,84,0,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2607",30,1,3,2,40,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2608",37,1,2,2,60,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2609",36,0,3,2,40,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2610",44,0,3,7,50,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2611",55,1,3,2,30,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2612",31,0,4,9,40,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2613",36,1,4,9,37.5,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2614",24,1,5,2,80,0,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2615",46,0,3,7,56,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2616",46,1,2,7,40,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2617",47,0,2,14,31,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2618",45,0,3,11,80,1,1,900,900,0,0,"lowInc",2077.6785434496,2077
"2619",45,1,3,7,30,1,1,960,960,0,0,"lowInc",2216.19044634624,2216
"2621",54,1,3,14,56,1,1,1100,1100,0,0,"lowInc",2539.3848864384,2539
"2622",29,1,4,9,84,1,1,2300,2315,15,0.00647948164146868,"meadInc",5344.25092009536,5265
"2623",44,0,3,77,56,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2624",41,0,3,9,56,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2625",42,1,2,7,56,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2626",34,0,4,3,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2627",41,1,5,7,40,1,1,8000,9031,1031,0.114162329753073,"meadHighInc",20848.3499176593,17516
"2628",25,0,7,7,40,0,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2629",43,1,5,3,44,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2630",59,1,4,3,40,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2631",30,1,4,7,45,1,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2632",27,0,5,7,40,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2633",55,1,6,3,40,0,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2634",23,1,6,3,32.5,0,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2635",46,1,4,9,40,1,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2636",46,0,4,4,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2637",28,1,5,7,45,1,1,7000,7781,781,0.100372702737437,"meadHighInc",17962.6852739793,15352
"2638",54,1,5,3,40,1,1,10000,11531,1531,0.132772526233631,"meadHighInc",26619.6792050193,21845
"2639",34,1,5,3,40,0,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2640",58,1,5,9,35,1,1,8000,9031,1031,0.114162329753073,"meadHighInc",20848.3499176593,17516
"2641",49,1,4,6,40,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2642",45,0,4,6,40,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2643",42,0,6,2,25,1,1,8000,9031,1031,0.114162329753073,"meadHighInc",20848.3499176593,17516
"2644",43,1,6,1,50,1,1,10000,11531,1531,0.132772526233631,"meadHighInc",26619.6792050193,21845
"2645",40,0,5,7,35,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2646",38,1,3,3,40,1,1,7000,7781,781,0.100372702737437,"meadHighInc",17962.6852739793,15352
"2647",41,0,4,77,50,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2648",36,1,5,1,40,0,1,1400,1400,0,0,"lowInc",3231.9444009216,3231
"2649",26,0,5,3,40,0,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2650",26,1,3,11,80,1,1,10000,11531,1531,0.132772526233631,"meadHighInc",26619.6792050193,21845
"2651",32,0,3,7,40,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2652",48,1,6,7,56,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2653",52,1,2,11,68,1,1,7000,7781,781,0.100372702737437,"meadHighInc",17962.6852739793,15352
"2654",48,0,2,11,56,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2655",24,1,3,11,70,0,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2656",59,1,3,1,50,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2657",34,1,3,11,82,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2658",33,0,3,11,80,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2659",35,1,4,6,40,0,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2660",25,0,5,7,56,0,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2661",25,1,6,4,56,0,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2662",41,1,3,3,40,1,1,2200,2210,10,0.00452488687782805,"meadInc",5101.85509002624,5046
"2663",41,0,4,6,40,1,1,1900,1900,0,0,"meadInc",4386.2102583936,4360
"2664",33,1,1,11,70,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2665",33,1,2,7,55,1,1,6000,6558,558,0.0850869167429094,"meadHighInc",15139.3509866028,13235
"2666",34,0,2,7,50,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2667",54,1,2,11,70,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2668",29,0,3,11,70,0,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2669",33,1,3,11,55,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2670",32,1,6,11,45,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2671",41,1,3,11,60,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2672",28,1,3,11,56,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2673",26,0,3,7,55,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2674",30,1,2,11,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2675",28,1,3,7,40,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2676",27,0,3,6,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2679",33,0,3,7,40,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2681",20,1,2,6,40,1,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"2682",20,0,3,7,45,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2683",31,1,4,7,40,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2684",26,1,3,11,56,1,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2685",28,1,3,11,54,1,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2686",29,0,6,3,54,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2687",56,1,3,7,35,1,1,1400,1400,0,0,"lowInc",3231.9444009216,3231
"2688",46,1,4,11,56,1,1,8000,9031,1031,0.114162329753073,"meadHighInc",20848.3499176593,17516
"2689",20,0,3,9,40,0,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"2690",40,0,3,5,40,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2691",37,0,4,1,60,0,1,1400,1400,0,0,"lowInc",3231.9444009216,3231
"2692",30,1,3,6,55,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2693",26,0,3,8,40,1,1,960,960,0,0,"lowInc",2216.19044634624,2216
"2694",19,1,3,7,60,0,1,2600,2638,38,0.0144048521607278,"meadInc",6089.90666402227,5936
"2695",24,1,5,9,40,0,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2696",32,1,4,14,50,1,1,1600,1600,0,0,"meadInc",3693.6507439104,3688
"2697",25,1,3,9,25,1,1,3020,3105,85,0.0273752012882448,"meadInc",7167.99097490112,6906
"2698",39,1,2,7,70,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2699",39,0,2,11,70,1,1,300,300,0,0,"lowInc",692.5595144832,692
"2700",17,0,3,7,60,0,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2701",28,1,3,9,50,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2702",23,0,2,7,50,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2703",38,1,3,6,40,1,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"2704",35,0,3,6,40,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2705",49,1,3,1,40,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2706",24,0,6,2,40,0,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2707",25,0,4,7,56,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2708",29,1,4,8,56,1,1,3825,4000,175,0.04375,"meadInc",9234.126859776,8643
"2709",28,1,3,11,70,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2710",54,1,3,7,56,1,1,2100,2105,5,0.00237529691211401,"meadInc",4859.45925995712,4819
"2711",22,0,4,8,63,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2712",57,1,3,3,56,1,1,1900,1900,0,0,"meadInc",4386.2102583936,4360
"2713",51,0,3,-1,56,0,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2714",55,1,3,7,56,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2715",22,0,3,6,40,1,1,1600,1600,0,0,"meadInc",3693.6507439104,3688
"2716",26,1,3,7,40,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2717",26,0,3,9,40,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2718",26,1,3,7,60,1,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2719",37,1,3,8,40,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2720",37,0,2,8,40,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2722",52,1,4,8,40,1,1,1100,1100,0,0,"lowInc",2539.3848864384,2539
"2723",45,0,2,7,56,1,1,1600,1600,0,0,"meadInc",3693.6507439104,3688
"2724",48,0,3,7,40,1,1,1100,1100,0,0,"lowInc",2539.3848864384,2539
"2725",25,1,5,7,40,0,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2726",43,1,2,4,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2727",37,0,3,8,40,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2728",47,0,3,7,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2729",22,0,6,2,40,0,1,1600,1600,0,0,"meadInc",3693.6507439104,3688
"2730",28,0,5,6,21,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2731",54,1,3,14,33,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2732",54,1,2,4,52,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2733",45,1,3,7,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2734",42,0,2,11,52,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2735",21,1,4,9,52,0,1,2100,2105,5,0.00237529691211401,"meadInc",4859.45925995712,4819
"2736",36,1,5,7,30,1,1,2700,2750,50,0.0181818181818182,"meadInc",6348.462216096,6169
"2738",42,1,2,7,50,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2739",40,0,4,7,54,1,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"2740",56,1,2,7,40,1,1,1100,1100,0,0,"lowInc",2539.3848864384,2539
"2741",26,0,7,9,40,0,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2742",28,0,6,7,56,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2743",52,1,4,3,56,1,1,8000,9031,1031,0.114162329753073,"meadHighInc",20848.3499176593,17516
"2744",27,1,5,7,56,0,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2745",40,0,3,9,40,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2746",28,0,5,9,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2747",26,0,5,5,40,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2748",50,1,3,9,56,1,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"2749",31,0,5,3,56,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2750",47,0,1,17,81,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2751",49,1,4,9,84,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2752",50,0,4,9,70,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2753",35,1,4,9,66,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2754",44,0,4,-2,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2755",46,1,3,17,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2756",44,1,6,1,56,1,1,6000,6558,558,0.0850869167429094,"meadHighInc",15139.3509866028,13235
"2757",43,0,2,9,56,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"2758",45,1,3,7,56,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2759",53,0,4,7,40,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2760",28,1,4,1,30,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2761",52,1,3,1,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2762",27,0,4,7,30,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2763",52,0,3,7,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2764",48,0,4,7,30,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2765",24,0,6,12,50,1,1,6000,6558,558,0.0850869167429094,"meadHighInc",15139.3509866028,13235
"2766",52,1,3,3,40,1,1,2100,2105,5,0.00237529691211401,"meadInc",4859.45925995712,4819
"2767",29,1,6,9,40,1,1,8000,9031,1031,0.114162329753073,"meadHighInc",20848.3499176593,17516
"2768",27,0,6,7,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2769",43,0,6,2,30,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2770",43,1,6,9,40,1,1,10000,11531,1531,0.132772526233631,"meadHighInc",26619.6792050193,21845
"2771",50,1,4,8,45,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2772",55,1,4,7,60,1,1,960,960,0,0,"lowInc",2216.19044634624,2216
"2773",55,1,3,2,40,1,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2774",54,0,4,2,40,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2775",26,1,4,77,45,0,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2776",47,0,4,12,40,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2777",48,1,3,2,40,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2778",24,0,6,7,40,0,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2779",21,0,5,7,40,0,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2780",54,1,4,1,40,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2781",24,0,6,9,40,0,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2782",59,1,3,3,40,1,1,2800,2861,61,0.0213212163579168,"meadInc",6604.70923645479,6399
"2783",28,1,3,7,45,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2784",28,0,4,7,45,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2785",48,1,4,3,40,1,1,1700,1700,0,0,"meadInc",3924.5039154048,3912
"2786",48,0,4,7,25,1,1,960,960,0,0,"lowInc",2216.19044634624,2216
"2787",33,1,5,2,40,0,1,3500,3638,138,0.0379329301814184,"meadInc",8398.43837896627,7974
"2788",55,1,1,9,60,1,1,2600,2638,38,0.0144048521607278,"meadInc",6089.90666402227,5936
"2789",21,1,4,3,45,0,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2790",41,0,2,2,40,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2791",28,0,6,9,40,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"2792",29,1,7,2,50,1,1,10000,11531,1531,0.132772526233631,"meadHighInc",26619.6792050193,21845
"2793",27,1,6,9,56,0,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2794",53,1,4,6,100,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2795",23,1,6,6,40,0,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2796",55,1,5,3,40,1,1,2600,2638,38,0.0144048521607278,"meadInc",6089.90666402227,5936
"2797",48,0,3,2,40,1,1,1600,1600,0,0,"meadInc",3693.6507439104,3688
"2798",24,0,6,12,40,0,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2799",23,1,5,9,45,0,1,1900,1900,0,0,"meadInc",4386.2102583936,4360
"2800",56,1,4,4,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2801",42,1,3,7,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2802",41,0,3,3,40,1,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"2803",19,1,4,3,40,0,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2804",52,1,3,3,60,1,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"2805",51,1,4,4,40,0,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2806",39,0,3,6,60,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2807",44,1,2,17,84,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"2808",18,1,4,3,40,0,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"2809",39,1,3,11,45,0,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"2810",26,0,6,2,40,0,1,2800,2861,61,0.0213212163579168,"meadInc",6604.70923645479,6399
"2811",43,1,3,3,40,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2812",42,0,3,7,50,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"2813",48,1,2,3,40,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2814",24,1,5,9,45,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"2816",35,1,3,11,84,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2817",35,0,3,11,84,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"2818",35,1,4,9,40,1,1,2800,2861,61,0.0213212163579168,"meadInc",6604.70923645479,6399
"2819",33,0,4,2,50,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
